Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
2025-02-04 16:08:33.132511,0.0,0.0,0.0,0.038179077387375956,-0.028361600344907856,-0.018544123302439753
2025-02-04 16:08:33.239628,8.81,-2.92,-3.08,0.02945243112740431,-0.06654067773228381,-0.1461713248545251
2025-02-04 16:08:33.345421,8.75,-2.5,-2.94,0.09708393964218458,-0.050178215994836975,-0.06981317007977318
2025-02-04 16:08:33.452302,9.13,-2.31,-2.9,0.05781403147231216,-0.21271200258680892,0.10253809355466686
2025-02-04 16:08:33.559878,9.65,-2.84,-3.77,0.18216874067690814,-0.17998707911191522,0.030543261909900768
2025-02-04 16:08:33.664415,9.41,-2.69,-4.2,0.016362461737446838,0.04363323129985824,-0.30325095753401476
2025-02-04 16:08:33.771871,8.53,-2.63,-4.68,-0.19744037163185854,0.13962634015954636,-0.43960480534607177
2025-02-04 16:08:33.876613,7.98,-2.12,-4.25,-0.3916082509162277,0.3948807432637171,-0.5923211148955756
2025-02-04 16:08:33.981429,7.67,-1.36,-3.1,-0.6326818538479445,0.6261368691529657,-0.5748678223756323
2025-02-04 16:08:34.086117,7.17,-0.45,-1.69,-0.8203047484373349,1.0057459814617324,-0.6763150851478027
2025-02-04 16:08:34.190885,6.1000000000000005,-0.05,0.76,-0.6065019150680295,1.0853766285839737,-0.9162978572970231
2025-02-04 16:08:34.296192,6.95,2.3000000000000003,2.61,-0.5159629601208237,1.1650072757062149,-0.3916082509162277
2025-02-04 16:08:34.403056,8.700000000000001,1.9100000000000001,3.12,-0.2596177262341565,-0.18435040224190105,-0.928296995904484
2025-02-04 16:08:34.508505,10.65,5.55,4.51,-0.5115996369908379,0.3196134192714616,1.069014166846527
2025-02-04 16:08:34.616176,8.73,5.38,4.9,0.7341291166201148,2.4532784298345294,-2.7139869868511823
2025-02-04 16:08:34.720904,5.75,7.37,3.69,0.5290529295107811,2.6976245251137354,-3.2768556706193537
2025-02-04 16:08:34.828351,1.42,6.74,5.73,0.09708393964218458,1.509709802975095,-3.689189706403014
2025-02-04 16:08:34.933101,-3.86,7.25,4.1,-0.04145156973486533,0.940296134511945,-2.0780326406557488
2025-02-04 16:08:35.037646,-5.65,6.41,4.63,0.6010477611555473,0.35015668118136234,-1.3406310316881445
2025-02-04 16:08:35.142595,-4.36,6.67,4.2700000000000005,0.34470252726888007,-0.8464846872172498,1.8500490071139892
2025-02-04 16:08:35.247348,-1.18,7.3,4.71,0.007635815477475192,-2.3365595361074085,4.284783313646079
2025-02-04 16:08:35.352290,3.43,6.8,3.54,0.03490658503988659,-2.0300360862259046,4.014257279586958
2025-02-04 16:08:35.459188,7.51,4.04,1.6300000000000001,0.4068798818711781,-1.9438604544086846,3.507020965726106
2025-02-04 16:08:35.564616,8.82,0.6900000000000001,-0.59,-0.07635815477475191,-2.490366676439409,3.6226490286707302
2025-02-04 16:08:35.672159,7.24,-0.86,-1.6400000000000001,0.5530512067257032,-2.2580197197676637,3.567016658763411
2025-02-04 16:08:35.776936,8.07,-5.5,-5.42,0.14289883250703572,-1.3057244466482578,1.5544338650574498
2025-02-04 16:08:35.884543,8.68,-3.66,-5.2700000000000005,0.1439896632895322,0.8388488717397746,-0.3436116964863836
2025-02-04 16:08:35.989253,10.02,-4.71,-4.82,0.13526301702956053,1.3722651243805417,-0.09599310885968812
2025-02-04 16:08:36.093980,8.65,-2.96,-2.71,-0.08726646259971647,1.4584407561977617,-1.523890603147549
2025-02-04 16:08:36.198830,8.21,-3.38,-1.29,-0.16144295580947549,1.3220869083857045,0.007635815477475192
2025-02-04 16:08:36.303589,9.28,-3.2800000000000002,0.38,-0.7646723785300157,-0.15489797111449674,0.421060682043632
2025-02-04 16:08:36.408893,9.22,-3.66,1.43,-0.12326387842209953,0.013089969389957472,0.3621558197888234
2025-02-04 16:08:36.515993,9.64,-2.2,1.1500000000000001,-0.003272492347489368,-0.2716168648416175,0.3785182815262702
2025-02-04 16:08:36.621186,11.28,-3.56,0.51,0.17671458676442586,-0.346884188833873,-0.5977752688080579
2025-02-04 16:08:36.728858,10.67,-3.5,0.72,0.04581489286485115,-0.4625122517784973,-0.6141377305455047
2025-02-04 16:08:36.833710,8.96,-2.44,0.93,0.27052603405912107,-0.7264933011426397,-0.5006913291658733
2025-02-04 16:08:36.940825,6.91,-0.58,-0.17,-0.08835729338221293,-0.7264933011426397,-0.3665191429188092
2025-02-04 16:08:37.045643,6.640000000000001,-0.75,-2.46,0.025089107997418487,-0.17889624832941878,0.3981532356112064
2025-02-04 16:08:37.150255,8.39,-2.62,-1.46,0.5705044992456465,0.3076142806640006,0.9141161957320301
2025-02-04 16:08:37.257329,10.55,-3.7,-1.28,0.1308996938995747,0.14508049407202864,0.4461497900410505
2025-02-04 16:08:37.366071,10.41,-4.69,-2.54,0.9599310885968813,-0.6283185307179586,0.14508049407202864
2025-02-04 16:08:37.477455,10.870000000000001,-4.32,-1.84,0.9752027195518317,-0.34579335805137656,-0.581412807070611
2025-02-04 16:08:37.587327,10.74,-2.54,-2.74,0.45705809786601503,0.018544123302439753,-0.7384924397501007
2025-02-04 16:08:37.697779,9.18,-2.11,-2.69,0.07417649320975901,0.5868669609830933,-1.1442814908387824
2025-02-04 16:08:37.807147,10.49,-0.08,-3.2600000000000002,-0.4308781590861001,0.4734205596034619,-1.0112001353742146
2025-02-04 16:08:37.916803,8.870000000000001,0.4,-1.24,-0.5868669609830933,0.2901609881440573,-0.8432121948697605
