Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
2025-02-04 15:57:21.882906,0.0,0.0,0.0,0.07635815477475191,0.1461713248545251,0.01090830782496456
2025-02-04 15:57:21.989886,8.98,-3.42,-0.7000000000000001,-0.05672320068981571,0.26725354171163174,0.05235987755982989
2025-02-04 15:57:22.094414,8.89,-3.5300000000000002,-0.48,0.13744467859455345,-0.08072147790473774,0.11562806294462433
2025-02-04 15:57:22.201739,8.790000000000001,-3.17,-0.28,0.044724062082354694,-0.10253809355466686,-0.10144726277217041
2025-02-04 15:57:22.307930,9.23,-2.38,0.19,-0.11562806294462433,-0.2650718801466388,0.015271630954950384
2025-02-04 15:57:22.413714,10.28,-2.23,-0.29,-0.17671458676442586,-0.1734420944169365,0.00545415391248228
2025-02-04 15:57:22.520448,9.83,-3.52,-1.31,0.3239767424014474,-0.2901609881440573,0.12871803233458182
2025-02-04 15:57:22.625661,8.82,-3.1,-1.17,0.41015237421866746,-0.0818123086872342,0.09817477042468103
2025-02-04 15:57:22.730153,8.48,-3.84,-1.27,0.7788531787024695,-0.016362461737446838,-0.2650718801466388
2025-02-04 15:57:22.834877,8.870000000000001,-3.68,-0.99,0.5148721293383273,0.37960911230876665,-0.46142142099600086
2025-02-04 15:57:22.939359,9.65,-3.3200000000000003,-0.56,0.5159629601208237,0.09272061651219876,-0.17780541754692233
2025-02-04 15:57:23.043936,9.17,-3.42,-0.8200000000000001,0.358883327441334,-0.1407171709420428,0.1439896632895322
2025-02-04 15:57:23.149050,8.71,-4.5200000000000005,-0.78,0.49960049838337683,-0.0818123086872342,0.04799655442984406
2025-02-04 15:57:23.256475,8.38,-5.25,-0.35000000000000003,0.12762720155208535,0.1265363707695889,-0.39924406639370286
2025-02-04 15:57:23.361022,9.040000000000001,-6.01,-0.5,0.11999138607461016,0.09490227807719166,-0.08835729338221293
2025-02-04 15:57:23.468164,7.9,-4.98,-0.35000000000000003,-0.18762289458939044,-0.08072147790473774,0.31306843457648287
2025-02-04 15:57:23.572951,9.290000000000001,-2.52,-0.65,-0.19744037163185854,-0.18435040224190105,0.32288591161895097
2025-02-04 15:57:23.680078,9.19,-2.71,-1.36,0.17562375598192942,-0.07635815477475191,-0.04799655442984406
2025-02-04 15:57:23.784523,8.48,-2.98,-1.31,0.10799224746714914,0.09490227807719166,-0.33597588100890846
2025-02-04 15:57:23.889078,9.59,-2.92,-0.49,-0.07853981633974483,-0.08835729338221293,0.04799655442984406
2025-02-04 15:57:23.994296,9.120000000000001,-2.75,-0.88,0.015271630954950384,-0.15817046346198613,0.32179508083645453
2025-02-04 15:57:24.098777,9.28,-3.73,-1.23,0.1265363707695889,0.11235557059713497,0.08399397025222712
2025-02-04 15:57:24.203716,10.3,-3.87,-0.85,-0.11780972450961724,0.09053895494720585,0.1341721862470641
2025-02-04 15:57:24.309885,9.55,-2.9,-1.1400000000000001,0.1090830782496456,-0.15489797111449674,0.20507618710933373
2025-02-04 15:57:24.415798,8.77,-1.45,-1.25,-0.14180800172453928,-0.31525009614147576,0.06217735460229799
2025-02-04 15:57:24.522579,9.85,-2.2800000000000002,-1.2,-0.038179077387375956,0.2716168648416175,-0.3174317577064687
2025-02-04 15:57:24.627595,9.0,-2.21,-0.65,-0.12871803233458182,0.3621558197888234,-0.5279620987282847
2025-02-04 15:57:24.734966,8.63,-3.0,-0.68,-0.0719948316447661,0.0545415391248228,-0.22362031041177347
2025-02-04 15:57:24.839655,9.42,-1.87,-0.12,-0.24870941840919197,-0.05672320068981571,-0.17671458676442586
2025-02-04 15:57:24.944190,9.790000000000001,-2.71,-1.1,0.01090830782496456,-0.14180800172453928,0.1712604328519436
2025-02-04 15:57:25.048966,9.41,-2.73,-0.7000000000000001,0.22143864884678055,-0.02181661564992912,0.0719948316447661
2025-02-04 15:57:25.153439,9.57,-3.25,-0.78,0.08835729338221293,-0.06435901616729091,0.06763150851478027
2025-02-04 15:57:25.258543,8.63,-2.38,-0.04,-0.017453292519943295,-0.037088246604879506,0.06654067773228381
2025-02-04 15:57:25.363063,8.69,-4.29,0.26,-0.05126904677733343,0.03381575425739013,0.05781403147231216
2025-02-04 15:57:25.470300,9.5,-4.71,-0.05,0.27598018797160334,0.14726215563702155,-0.13308135546456762
2025-02-04 15:57:25.574895,8.82,-5.51,-0.5,0.2628902185816459,-0.06544984694978735,0.1559888018969932
2025-02-04 15:57:25.682045,8.790000000000001,-6.38,-0.81,0.1265363707695889,-0.08290313946973066,-0.18980455615438332
2025-02-04 15:57:25.787944,8.39,-3.98,0.03,-0.04036073895236887,-0.11017390903214205,-0.23671027980173096
2025-02-04 15:57:25.894370,8.56,-4.36,-0.36,0.17998707911191522,-0.09490227807719166,-0.1189005552921137
2025-02-04 15:57:25.998854,8.21,-3.17,-0.43,-0.08944812416470939,-0.04363323129985824,-0.39924406639370286
2025-02-04 15:57:26.108011,8.57,-1.74,-0.38,-0.38724492778624187,-0.20507618710933373,-0.03490658503988659
2025-02-04 15:57:26.216998,8.97,-2.25,-1.09,-0.031634092692397225,-0.08072147790473774,0.21925698728178766
2025-02-04 15:57:26.327508,9.92,-2.87,-0.9500000000000001,0.11999138607461016,0.09817477042468103,0.28579766501407144
2025-02-04 15:57:26.438454,9.68,-1.9000000000000001,-0.33,-0.07853981633974483,-0.11562806294462433,0.19853120241435498
2025-02-04 15:57:26.549273,9.040000000000001,-2.6,-1.08,0.13199052468207118,-0.07526732399225546,0.032724923474893676
